generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1084000,9,-2.5206,3725.41,0.684709,0.089525
1086000,9,-2.15149,3730.4,1.22375,0.0935
1088000,9,-4.64882,3727.45,0.513646,0.0895
1090000,9,0.363386,3728.9,0.476699,0.099
1092000,7,-5.66372,3838.24,1.1482,0.0932
1094000,7,-9.5992,3833.67,2.97717,0.0925
1096000,7,-11.8986,3835.37,4.09749,0.0975
1098000,7,-10.4324,3837.25,2.26619,0.079
1100000,7,-12.4909,3835.79,0.0951484,0.0855
1102000,7,-5.94587,3845.33,0.970232,0.092
1104000,7,-7.17271,3843.95,0.553639,0.087
1106000,7,-6.33418,3848.69,0.107925,0.098
1108000,7,-3.3445,3859.55,0.7729,0.089
1110000,7,-1.50756,3860.79,0.401058,0.0895
1112000,7,-4.33012,3860.89,0.113667,0.093
1114000,7,-3.80087,3870.17,0.301521,0.0935
1116000,7,-2.60768,3870.79,0.20977,0.0845
1118000,7,-2.0085,3884.16,0.594166,0.0895
1120000,7,-2.19985,3881.2,0.0930839,0.104
1122000,7,-8.56911,3884.29,0.686258,0.0975
1124000,7,-7.05936,3883.63,0.285347,0.089
1126000,7,-4.76,3887.15,1.49408,0.1015
1128000,7,-2.68771,3891.87,0.234363,0.096
1130000,7,-2.46674,3884.61,0.250631,0.096
1132000,7,-6.90215,3893.52,1.23399,0.0745
1134000,7,-4.90355,3899.87,1.04981,0.0975
1136000,7,-5.67587,3902,3.43088,0.094
1138000,7,-2.8101,3903.16,0.196971,0.09
1140000,7,-2.91898,3903.44,0.901283,0.089
1142000,7,-2.78752,3907.54,1.30895,0.0885
1144000,7,-2.67901,3913.45,0.377621,0.0805
1146000,7,-3.9984,3911.64,0.251259,0.083
1148000,7,-4.13294,3911.96,2.07229,0.0835
1150000,7,-4.26261,3913.67,0.513803,0.0825
1152000,9,-1.38824,3744.39,0.41828,0.0939194
1154000,9,-1.96904,3741.35,0.872526,0.1035
1156000,9,-2.16286,3750.28,0.389918,0.098
1158000,7,-5.23493,3921.5,0.0524522,0.090875
1160000,7,-7.71397,3915.77,2.86924,0.0895
1162000,7,-9.38936,3918.91,0.0328988,0.0985
1164000,7,-15.0553,3922.01,0.399326,0.084
1166000,7,-6.72427,3915.5,0.416106,0.087
1168000,7,-9.69487,3922.77,1.51437,0.1005
1170000,7,-9.66948,3931.4,0.2635,0.0875
1172000,7,-6.18364,3931.86,0.133677,0.093
1174000,7,-8.54077,3935.32,2.90474,0.093
1176000,7,-6.17986,3932.88,0.828183,0.0785
1178000,7,-5.63315,3935.45,0.241264,0.0935
1180000,7,-4.73041,3929.75,0.555183,0.094
1182000,7,-12.8343,3931.85,7.44392,0.0925
1184000,7,-3.92607,3934.53,0.271225,0.086
1186000,7,-5.17741,3930.62,0.382046,0.0865
1188000,7,-11.3641,3934.05,5.42522,0.0835
1190000,7,-9.96698,3935.72,3.44495,0.085
1192000,7,-6.24297,3939.46,0.101073,0.0805
1194000,7,-5.59985,3941.56,0.0285404,0.0885
1196000,9,-5.14157,3785.81,0.927051,0.09305
1198000,9,-4.31147,3790.56,0.0673187,0.0915
1200000,7,-5.75029,3937.85,0.22322,0.092
1202000,7,-5.24416,3937.08,2.19794,0.0935
1204000,7,-5.05142,3931.42,2.36179,0.085
1206000,9,-8.83838,3779.47,0.532176,0.095375
1208000,7,-2.30587,3935.81,0.603431,0.08925
1210000,7,-2.87044,3939.35,0.278506,0.08
1212000,7,-2.10626,3934.14,0.563817,0.0985
1214000,7,-2.02838,3936.67,0.160706,0.098
1216000,7,-2.47978,3944.76,0.942377,0.0825
1218000,7,-5.65979,3943.02,0.995484,0.0845
1220000,7,-3.38589,3940.66,1.50919,0.0995
1222000,9,-4.80193,3770.36,5.01308,0.093
1224000,7,-4.57234,3937.45,2.10214,0.086
1226000,7,-2.2349,3941.4,0.20628,0.0995
1228000,7,-1.17491,3945.01,1.03548,0.104
1230000,7,-2.10428,3944.61,0.15917,0.094
1232000,7,-1.84723,3953.07,0.00258379,0.092
1234000,7,-1.29744,3949.22,0.293045,0.095
1236000,7,-5.37972,3939,4.9849,0.0895
1238000,7,-4.58929,3936.7,2.04953,0.087
1240000,7,-3.55583,3939.36,0.39928,0.0885
1242000,7,-4.96212,3939.92,0.141188,0.096
1244000,7,-2.02942,3939.85,0.576082,0.0915
1246000,7,-4.89595,3939.72,0.262729,0.092
1248000,7,-5.26668,3938.98,1.1574,0.0935
1250000,7,-1.69214,3938.88,0.0743642,0.0795
1252000,7,-7.93074,3941.96,5.43337,0.084
1254000,7,-3.54811,3936.87,0.212937,0.089
1256000,7,-3.56266,3939.3,0.251942,0.0985
1258000,7,-2.27368,3940.75,0.134623,0.102
1260000,7,-5.76682,3939.7,2.20051,0.0925
1262000,7,-9.06393,3942.82,3.5848,0.0915
1264000,7,-2.74751,3940.53,0.45565,0.092
1266000,7,-4.90887,3947.94,0.97029,0.087
1268000,7,-2.41166,3937.09,0.501407,0.094
1270000,7,-1.27147,3935.87,0.1441,0.093
1272000,8,-4.07591,3939.21,1.89803,0.096
1274000,7,-3.52825,3939.78,0.665851,0.083
1276000,7,-3.6073,3942.43,0.797116,0.1035
1278000,7,-3.12697,3944.27,0.620867,0.073
1280000,7,-2.43796,3944.3,1.00889,0.0945
1282000,9,-1.82995,3817.52,0.976079,0.0956333
1284000,7,-2.97668,3957.38,0.717458,0.094
1286000,7,-3.52781,3964.87,2.73293,0.0845
1288000,7,-3.8303,3967.29,2.11828,0.098
1290000,7,-2.83005,3969.05,0.520378,0.0965
1292000,7,-1.8159,3971.17,0.111092,0.1005
1294000,7,-4.75694,3971.05,1.72273,0.0935
1296000,7,-1.15807,3975.93,0.518269,0.084
1298000,9,-1.17711,3827.54,0.374721,0.093375
1300000,9,-0.895995,3826.6,0.421276,0.0955
1302000,9,-0.870065,3829.83,0.136429,0.091
1304000,9,-1.34964,3821.38,0.868198,0.093
1306000,7,-4.40307,3953.59,0.653473,0.0929
1308000,7,-5.25636,3951.42,2.10439,0.096
1310000,7,-3.58717,3966.11,0.204062,0.0805
1312000,7,-4.87829,3971.94,0.338429,0.0845
1314000,7,-6.03994,3975.2,1.1472,0.098
1316000,7,-7.65092,3973.66,3.5916,0.087
1318000,7,-4.74508,3968.31,0.639001,0.0905
1320000,7,-7.2982,3970.22,1.40677,0.0825
1322000,7,-10.6011,3973.74,0.146741,0.0945
1324000,7,-7.19931,3969.88,1.08549,0.096
1326000,7,-5.09491,3978.24,0.616384,0.0895
1328000,7,-8.88041,3976.78,0.437721,0.095
1330000,7,-8.82451,3973.59,2.7648,0.0885
1332000,7,-3.5882,3969.67,0.345595,0.0955
1334000,7,-7.51237,3965.69,0.967802,0.086
1336000,7,-5.78471,3964.5,0.66549,0.0835
1338000,7,-9.10128,3967.71,5.02538,0.0955
1340000,7,-8.90389,3966.2,0.374469,0.0865
1342000,9,-0.69525,3855.09,0.723862,0.0923421
1344000,9,-3.44944,3853.45,0.409419,0.0835
1346000,9,-2.74099,3853.91,1.03004,0.09
1348000,9,-2.38003,3858.13,0.670268,0.1025
1350000,9,-1.35467,3864.79,1.22423,0.087
1352000,7,-4.45229,3970.91,0.523257,0.0905833
1354000,7,-5.92819,3976.64,0.125707,0.086
1356000,7,-8.20816,3978.09,0.306721,0.085
1358000,7,-8.71036,3973.77,0.217109,0.094
1360000,7,-5.59794,3975.45,0.711721,0.0815
1362000,7,-6.56849,3967.97,0.456648,0.094
1364000,7,-5.90522,3971.65,0.445044,0.093
1366000,7,-3.74013,3974.8,0.324632,0.0905
1368000,7,-7.08367,3971.78,2.26011,0.085
1370000,7,-4.77403,3977,1.40641,0.0895
1372000,7,-4.47371,3982.6,0.11422,0.091
1374000,7,-3.95148,3986.71,0.437182,0.086
1376000,7,-4.48498,3982.66,2.03868,0.094
1378000,7,-3.54216,3981.45,0.897194,0.0985
1380000,7,-5.82384,3986.68,0.17365,0.088
1382000,7,-9.11172,3989.42,2.84084,0.0905
1384000,7,-6.29484,3980.76,0.46442,0.0835
1386000,7,-6.64257,3982.35,1.21235,0.084
1388000,7,-3.80027,3997.69,0.200224,0.092
1390000,7,-5.60061,3995.46,0.613997,0.089
1392000,7,-8.69639,3999.46,0.867467,0.096
1394000,10,-2.52714,3879,0.200963,0.0903182
1396000,9,-4.86569,3885.46,0.388359,0.092
1398000,9,-5.17051,3883.9,0.232162,0.086
1400000,9,-4.0973,3884.61,0.186184,0.109
1402000,9,-4.64434,3893.76,2.62989,0.1035
1404000,9,-4.38205,3886.67,0.0597509,0.0865
1406000,7,-8.11619,4010.06,1.44554,0.0887143
1408000,7,-3.30532,4010.31,0.155701,0.1025
1410000,9,-1.94084,3888.45,0.17658,0.098
1412000,9,-2.66948,3889.78,1.88018,0.098
1414000,9,-5.29835,3895.54,0.646153,0.093
1416000,7,-4.39947,4006.56,2.43057,0.088875
1418000,7,-5.70651,3998.76,1.9639,0.09
1420000,7,-2.94874,3999.32,1.43614,0.099
1422000,9,-7.867,3901.62,0.815322,0.089625
1424000,9,-7.47307,3908.05,0.996818,0.093
1426000,9,-13.6571,3920.39,3.13379,0.0875
1428000,9,-0.171213,3924.71,0.328179,0.0805
1430000,9,-5.56085,3923.68,0.956273,0.087
1432000,9,-4.4598,3922.88,2.61263,0.0885
1434000,7,-3.58761,4010.84,0.361717,0.0898571
1436000,7,-8.13777,4014.7,0.114483,0.089
1438000,7,-4.7353,4017.47,1.39861,0.085
1440000,7,-3.98944,4010.66,0.880899,0.0925
1442000,7,-2.18671,4013.94,0.0102907,0.095
1444000,7,-1.16288,4014.76,0.801357,0.0945
1446000,7,-4.24473,4012.19,2.67955,0.0805
1448000,7,-2.16587,4022.11,0.516904,0.091
1450000,7,-2.44579,4023.28,1.19735,0.0885
1452000,7,-3.84659,4024.42,1.97973,0.0965
1454000,7,-2.48726,4018.35,0.378406,0.086
1456000,7,-3.92822,4023.7,0.365807,0.092
1458000,7,-5.05003,4020.26,0.222065,0.088
1460000,7,-6.03906,4022.75,0.241174,0.0795
1462000,7,-2.85504,4021.01,0.362381,0.0955
1464000,7,-3.64355,4019.25,1.02806,0.1065
1466000,7,-4.05573,4020.9,0.748769,0.0915
1468000,7,-4.69967,4022.53,0.0336727,0.088
1470000,7,-4.75067,4021.98,0.215183,0.094
1472000,7,-4.42875,4020.03,2.25082,0.089
1474000,7,-4.5683,4018.87,0.148411,0.0855
1476000,7,-3.32862,4005.22,0.00656071,0.0825
1478000,7,-3.57242,4020.13,0.147888,0.093
1480000,7,-3.36001,4018.5,2.70544,0.1065
1482000,7,-0.48324,4016.75,0.170511,0.0845
1484000,9,-1.58393,3914.38,0.0547924,0.0902115
1486000,9,-0.587743,3921.5,0.926821,0.087
1488000,9,-3.05644,3921.47,1.33926,0.091
1490000,9,-2.51181,3919.16,1.46627,0.102
1492000,7,-2.52486,4023.43,0.185002,0.0906
1494000,8,-2.9744,4016.21,0.311911,0.0945
1496000,9,-8.71039,3918.44,0.309018,0.0943333
1498000,9,-4.99179,3917.75,0.874728,0.089
1500000,9,-7.08406,3917.58,0.516831,0.117
1502000,9,-5.8466,3917.36,0.382875,0.104
1504000,9,-2.91714,3921.86,0.136389,0.093
1506000,9,-0.775077,3931.13,0.0943647,0.095
1508000,9,-2.66506,3922.21,2.05183,0.098
1510000,7,-2.29407,4035.08,0.318617,0.0975625
1512000,7,-1.13668,4031.92,0.902441,0.105
1514000,7,-0.967467,4039.96,0.108572,0.0975
1516000,7,-2.01577,4038.18,0.368315,0.104
1518000,7,-3.85524,4042.66,0.422721,0.088
1520000,7,-7.18989,4034.48,5.70443,0.0915
1522000,7,-3.21735,4038.4,0.156039,0.091
1524000,9,-3.01371,3931.8,0.580083,0.0934375
1526000,9,-3.63344,3939.13,0.156127,0.0985
1528000,9,-8.75022,3940.67,0.234575,0.0825
1530000,7,-15.4407,4035.49,3.37518,0.091875
1532000,7,-8.68191,4030.66,0.389301,0.0965
1534000,7,-10.0206,4038.88,2.48338,0.0905
1536000,7,-8.98766,4045.08,0.44974,0.084
1538000,7,-9.52727,4041.64,3.67189,0.0975
1540000,7,-5.74586,4039.05,0.0286337,0.097
1542000,7,-5.99948,4042.81,0.298578,0.097
1544000,7,-11.3419,4042.22,3.06283,0.0915
1546000,7,-7.50135,4041.9,0.129713,0.0855
1548000,7,-9.11584,4046.84,2.99612,0.095
1550000,7,-5.39195,4045.91,2.56322,0.091
1552000,7,-3.2339,4052.56,0.621693,0.086
1554000,7,-2.93832,4046.61,0.426321,0.086
1556000,7,-5.21613,4053.52,1.669,0.093
1558000,7,-3.41181,4064.1,1.883,0.0945
1560000,7,-4.02853,4064.36,0.547841,0.088
1562000,7,-6.36085,4064.93,0.870972,0.093
1564000,7,-5.9745,4064.25,0.132977,0.0935
1566000,7,-3.25738,4063.02,0.0023527,0.0855
1568000,7,-6.23296,4062.12,0.31378,0.1025
1570000,7,-3.71109,4071.06,0.501573,0.095
1572000,7,-3.90614,4068.46,0.228048,0.091
1574000,7,-3.96796,4071.89,1.91978,0.091
1576000,7,-6.45348,4064.77,0.814546,0.0915
1578000,7,-3.50806,4067.13,0.871074,0.0845
1580000,7,-0.654531,4066.9,0.278768,0.092
1582000,7,-5.52201,4063.55,1.50713,0.089
1584000,10,-3.72464,3990.02,0.531462,0.0942321
1586000,9,-2.03982,3982.77,1.34243,0.098
1588000,9,-0.133368,3987.94,0.1277,0.078
1590000,9,-3.64926,3988.21,0.1046,0.094
1592000,9,-3.31463,3993.7,2.07364,0.09
1594000,7,-9.08487,4074.9,2.90422,0.08575
1596000,7,-5.78773,4071.56,1.52591,0.092
1598000,7,-3.52332,4065.06,0.264006,0.093
1600000,7,-6.87995,4062.45,0.758104,0.098
1602000,7,-7.37376,4065.54,0.731322,0.087
1604000,7,-5.79031,4068.04,0.217208,0.0795
1606000,7,-2.52919,4072.66,0.379868,0.0785
1608000,7,-4.13987,4062.7,0.670447,0.094
1610000,9,-4.60107,3999.05,4.55915,0.0907778
1612000,9,0.60571,4007.32,0.383687,0.09
1614000,7,-4.83675,4094.77,0.142622,0.0895
1616000,7,-4.49779,4087.63,0.065159,0.094
1618000,7,-4.16807,4092.84,1.55939,0.081
1620000,7,-3.9535,4099.93,0.24349,0.0835
1622000,7,-3.66821,4096.94,0.805907,0.0875
1624000,8,-3.7596,4096.44,1.6345,0.086
1626000,7,-5.75033,4102.18,0.339149,0.1045
1628000,7,-7.41978,4100.31,0.684178,0.1045
1630000,7,-7.89332,4107.07,1.57814,0.0945
1632000,7,-8.96008,4103.46,1.72665,0.0865
1634000,7,-6.01665,4102.12,0.897042,0.089
1636000,7,-4.04501,4109.57,0.940599,0.0885
1638000,7,-3.96788,4111,0.605457,0.087
1640000,9,-5.64069,4034.42,0.485392,0.0962857
1642000,9,-7.0246,4034.67,0.194903,0.085
1644000,7,-9.05633,4109.22,3.26965,0.0808333
1646000,7,-4.64464,4108.1,0.533371,0.0925
1648000,7,-11.0298,4115.35,0.332944,0.093
1650000,7,-7.4351,4121.6,0.264501,0.082
1652000,7,-7.23178,4117.98,0.334354,0.0955
1654000,7,-6.35731,4115.95,0.0686297,0.083
1656000,7,-8.68406,4116.44,1.01734,0.0905
1658000,7,-11.9299,4129.16,0.0746153,0.095
1660000,9,-3.07012,4057.63,0.434582,0.0916667
1662000,7,-7.73679,4121.94,0.420429,0.0885
1664000,7,-8.62574,4120.37,2.75404,0.082
1666000,7,-7.68474,4119.2,0.174334,0.0805
1668000,7,-7.43691,4112.87,0.016948,0.0955
1670000,7,-5.37257,4114.11,0.60415,0.092
1672000,7,-3.94553,4118.07,0.869309,0.1015
1674000,7,-7.74541,4129.18,4.71197,0.082
1676000,7,-7.56112,4124.47,0.115972,0.085
1678000,7,-8.04815,4123.83,0.139566,0.0865
1680000,9,-5.17519,4052.99,0.844823,0.09425
1682000,9,-4.00058,4049.28,0.334643,0.096
1684000,7,-11.3493,4139.23,0.637823,0.0976667
1686000,7,-9.82673,4139.74,0.506007,0.105
1688000,7,-8.58797,4138.52,1.11939,0.093
1690000,9,-2.19488,4075.87,0.860417,0.099
1692000,9,-9.28547,4080.38,0.340143,0.09
1694000,9,-5.62367,4080.31,0.0689652,0.0905
1696000,9,-7.23876,4078.16,1.23455,0.0895
1698000,7,-6.77436,4132.44,1.18469,0.0871
1700000,7,-4.60695,4133.95,0.271074,0.089
1702000,7,-7.861,4140.46,0.630938,0.101
1704000,7,-8.43943,4136.66,0.114027,0.103
1706000,7,-8.96435,4138.18,0.223856,0.096
1708000,7,-9.94743,4137.47,0.0923581,0.0815
1710000,7,-6.83895,4137.26,0.269006,0.088
1712000,7,-7.79042,4137.59,0.351044,0.0945
1714000,7,-6.69288,4137.54,0.753223,0.0935
1716000,7,-8.87628,4133.18,0.580078,0.0935
1718000,7,-12.1007,4137.12,1.42091,0.1015
1720000,7,-6.0481,4136.91,0.127465,0.085
1722000,7,-12.1449,4139.78,1.53547,0.0775
1724000,7,-8.68519,4139.84,2.79729,0.0765
1726000,9,0.0663216,4119.06,0.528197,0.0944667
1728000,9,-1.0877,4121.75,0.548116,0.102
1730000,9,-11.1617,4123.79,0.0365936,0.0775
1732000,9,-5.50447,4125.95,2.9783,0.097
1734000,7,-10.6293,4143.71,3.63831,0.0876
1736000,7,-8.16446,4149.88,1.22013,0.083
1738000,7,-10.7086,4149.43,0.56158,0.0845
1740000,7,-8.75577,4153.88,0.297897,0.087
1742000,7,-10.1438,4153.94,1.15063,0.0935
1744000,7,-8.82681,4149.88,1.35395,0.0835
1746000,7,-8.35651,4151.42,0.494435,0.085
1748000,7,-9.93695,4148.02,0.106441,0.0935
1750000,7,-9.66309,4154.11,0.64505,0.102
1752000,9,-6.73637,4128.48,0.716592,0.09185
1754000,9,-1.8369,4130.48,0.789349,0.0985
1756000,7,-7.5372,4149.04,1.03267,0.0865
1758000,7,-8.63604,4138.96,2.94539,0.091
1760000,7,-4.8099,4145.41,0.316968,0.1185
1762000,7,-5.75299,4143.7,0.739881,0.0855
1764000,7,-3.89886,4150.92,0.193206,0.097
1766000,7,-4.54662,4159.35,0.649522,0.0905
1768000,7,-7.3036,4147.34,2.23138,0.0775
1770000,9,-8.55755,4143.71,3.4708,0.094
1772000,9,-3.14356,4145.08,0.307509,0.094
1774000,9,-5.19057,4148.6,0.319619,0.091
1776000,9,0.0686846,4147.71,0.0420581,0.0985
1778000,9,-3.2343,4155.63,0.766447,0.106
1780000,9,-0.635383,4159.74,1.65512,0.0875
1782000,7,-12.3175,4166.72,2.05082,0.0882857
1784000,7,-6.63376,4168.14,1.11661,0.087
1786000,9,-3.81074,4174.97,0.225572,0.089
1788000,8,-12.3628,4166.57,4.36108,0.0815
1790000,7,-8.57601,4163.95,0.616533,0.088
1792000,7,-8.70839,4169.83,1.62111,0.0915
1794000,9,-4.25883,4187.62,0.924097,0.091375
1796000,9,-4.78008,4191.34,0.580082,0.0865
1798000,9,-2.28594,4196.52,0.0162003,0.0945
1800000,9,-6.1025,4194.42,0.34976,0.083
1802000,9,-4.89398,4187,2.14811,0.1015
1804000,9,-2.28136,4191.54,1.65559,0.0875
1806000,9,-4.05607,4187.07,0.594436,0.0905
1808000,9,-3.93727,4189.79,0.535724,0.0975
1810000,9,-7.08655,4188.57,0.402247,0.102
1812000,7,-13.162,4168.88,1.19676,0.09245
1814000,7,-8.76158,4177.51,0.917642,0.077
1816000,7,-9.23279,4175.75,1.74956,0.0895
1818000,9,-6.43938,4195.56,1.7277,0.089875
1820000,9,-6.69091,4195.79,2.34903,0.0855
1822000,7,-4.24056,4174.73,0.321666,0.0853333
1824000,7,-5.05313,4172.5,1.08684,0.098
1826000,9,-2.70163,4201.77,0.0673409,0.097
1828000,7,-4.80254,4164.89,0.639545,0.08875
1830000,7,-11.1049,4166.81,0.49595,0.0925
1832000,7,-5.15761,4166.41,1.41827,0.084
1834000,9,-6.16402,4209.85,1.78788,0.08825
1836000,9,-6.86126,4201.88,0.320227,0.098
1838000,9,-4.9984,4196.21,0.484636,0.0885
1840000,7,-12.8093,4169.47,0.897837,0.087375
1842000,7,-7.24554,4174.7,1.14973,0.0825
1844000,9,-5.10002,4205.75,1.25712,0.0853333
1846000,9,-0.818077,4207.31,0.372417,0.087
1848000,9,-1.91387,4207.22,1.16991,0.106
1850000,9,-0.370213,4203.46,0.643869,0.096
1852000,9,-6.10935,4203.53,0.178475,0.088
1854000,9,-5.41594,4205.05,2.59918,0.0885
1856000,9,-1.95524,4213.13,0.426757,0.08
1858000,7,-7.9697,4180.59,0.77262,0.0835
1860000,7,-9.50195,4191.41,1.97871,0.0775
1862000,7,-2.82229,4183.92,0.0182475,0.0905
1864000,7,-6.54159,4184.06,0.240502,0.0925
1866000,7,-12.133,4184.46,0.310997,0.0985
1868000,7,-7.37112,4196.48,0.81651,0.0795
1870000,7,-13.2505,4202.53,1.39755,0.0925
1872000,9,-11.9231,4226.66,6.09365,0.0888125
1874000,9,-5.31569,4225.15,1.01631,0.088
1876000,9,-7.03005,4219.58,0.851497,0.0985
1878000,9,-8.17825,4218.88,0.892165,0.078
1880000,9,-1.61764,4221.04,0.00306573,0.081
1882000,9,-0.456144,4224.57,0.519356,0.0885
1884000,9,-1.8173,4225.38,0.900784,0.0885
1886000,9,-2.97132,4224.82,0.734028,0.0875
1888000,9,-3.51591,4223.53,0.993437,0.093
1890000,9,-0.808724,4226.41,0.4271,0.0855
1892000,7,-7.34192,4204.55,0.907589,0.087
1894000,7,-9.18838,4210.3,0.336757,0.096
1896000,9,-0.656709,4215.52,0.804946,0.0901667
1898000,9,-4.36755,4219.46,2.34436,0.093
1900000,9,-3.7346,4219.5,0.445359,0.0865
1902000,9,-6.86453,4217.78,0.511669,0.1
1904000,9,-5.56958,4229.56,0.269345,0.0985
1906000,9,-3.22406,4216.09,1.05962,0.082
1908000,9,-3.42077,4229.07,0.157988,0.096
1910000,9,-3.93441,4232.97,2.85951,0.0945
1912000,9,-0.0879455,4237.11,0.0947421,0.079
1914000,9,0.436621,4234.3,0.931052,0.084
1916000,9,-0.228769,4237.75,0.95047,0.0855
1918000,7,-10.3626,4219.42,0.600845,0.087875
1920000,7,-13.1515,4237.53,2.04389,0.0945
1922000,7,-11.7485,4241.98,0.47018,0.0895
1924000,7,-7.92188,4236.99,0.915403,0.08
1926000,9,-7.06184,4267.44,1.29987,0.0885
1928000,9,-5.48784,4262.51,1.15769,0.0765
1930000,9,-5.39189,4267.16,2.09828,0.091
1932000,7,-5.56475,4249.9,0.361761,0.08525
1934000,9,-11.7914,4267.85,1.41927,0.09125
1936000,9,-4.92845,4269.25,1.63632,0.088
1938000,9,-1.79696,4272.19,0.197437,0.085
1940000,9,-3.23745,4265.99,2.37185,0.0935
1942000,9,-2.49862,4270.34,0.324819,0.081
1944000,9,-8.44742,4269.09,0.904272,0.0925
1946000,9,-3.90169,4267.96,0.720604,0.0875
1948000,7,-5.08124,4263.73,0.110441,0.09
1950000,9,-1.71242,4265.44,1.16636,0.1
1952000,9,-2.70312,4269.44,0.104167,0.0965
1954000,9,-5.65551,4272.11,0.0549499,0.079
1956000,7,-10.8376,4266.85,1.86854,0.089125
1958000,7,-9.91083,4267.9,0.387361,0.075
1960000,7,-14.4909,4272.53,3.01437,0.0855
1962000,7,-8.62246,4272.2,0.263367,0.0845
1964000,7,-14.6873,4274.62,0.330435,0.0795
1966000,9,-7.62986,4276.01,0.242662,0.08525
1968000,7,-8.6889,4276.46,0.251096,0.0915
1970000,9,-5.14295,4273.77,0.280974,0.0865
1972000,9,-6.25771,4270.36,1.41447,0.097
1974000,7,-7.26916,4268.86,0.416586,0.0766667
1976000,7,-7.11887,4266.82,1.77913,0.0885
1978000,7,-7.77975,4270.93,0.128899,0.1005
1980000,9,-5.18699,4267.18,0.472556,0.08675
1982000,9,-4.65524,4268.62,0.984012,0.099
1984000,9,-4.51348,4270.5,0.0954159,0.083
1986000,9,-7.91294,4272.02,2.69568,0.0835
1988000,9,-6.10223,4272.45,0.410205,0.092
1990000,9,-3.47024,4266.14,0.0382605,0.099
1992000,10,-4.11912,4263.09,2.018,0.0915
1994000,9,-1.69784,4259.37,1.0858,0.098
1996000,7,-6.9537,4282.3,0.661104,0.0875
1998000,7,-5.7317,4286.05,0.279645,0.082
2000000,7,-8.74038,4288.91,1.41452,0.0825
2002000,7,-8.76247,4284.37,1.45774,0.0835
2004000,10,-4.16195,4269.97,0.924414,0.0857
2006000,7,-7.07001,4281,0.783245,0.097
2008000,7,-3.19806,4289.48,0.533425,0.089
2010000,7,-1.96948,4287.77,0.438675,0.0865
2012000,9,-1.38305,4274.99,0.0110307,0.087875
2014000,7,-5.13534,4291.78,1.14018,0.0955
2016000,7,-8.23505,4294.39,5.04537,0.0875
2018000,7,-8.62814,4294.08,1.64183,0.0895
2020000,7,-6.69124,4289.12,0.163681,0.089
2022000,9,-3.2046,4278.94,0.990734,0.0867
2024000,7,-4.45176,4288.41,0.262524,0.08975
2026000,7,-4.18106,4287.34,0.781778,0.085
2028000,9,-1.46848,4281.02,0.0370367,0.0868333
2030000,7,-7.35442,4293.47,0.339208,0.086
2032000,7,-11.8708,4291.22,0.823704,0.079
2034000,7,-10.6249,4287.86,2.19461,0.092
2036000,7,-4.8735,4298.39,0.0233436,0.086
2038000,9,-3.07849,4286.01,1.31978,0.0871
2040000,9,-2.14664,4292.4,1.95314,0.08
2042000,9,-2.73985,4293.99,0.091433,0.0895
2044000,9,-3.85768,4292.71,2.47152,0.088
2046000,9,-2.27147,4291.16,0.843207,0.087
2048000,9,-5.56161,4289.93,0.699683,0.0955
2050000,9,-3.62662,4288.09,0.539377,0.1015
2052000,7,-8.75667,4301.93,0.552543,0.090625
2054000,10,-2.75993,4295.47,0.638991,0.0935
2056000,9,-1.33803,4290.61,0.0345783,0.094
2058000,9,-3.31927,4289.82,0.676786,0.093
2060000,7,-8.47087,4298.38,1.43104,0.092375
2062000,7,-9.63278,4301.4,1.84876,0.0845
2064000,7,-10.7281,4306.78,0.778863,0.1035
2066000,7,-6.75379,4297.96,0.0164914,0.0875
2068000,7,-7.2901,4306.77,0.837723,0.081
2070000,7,-7.43651,4305.75,0.831014,0.0905
2072000,8,-5.84962,4311.19,0.125701,0.0935
2074000,7,-7.4791,4308.78,3.65298,0.087
2076000,7,-7.01227,4312.45,0.905469,0.086
2078000,9,-4.51151,4298.39,1.73119,0.0927
2080000,7,-10.0798,4311.14,0.279024,0.09025
2082000,7,-10.1017,4316.87,0.0697042,0.093
2084000,9,-4.53368,4301.77,0.163392,0.0878333
2086000,9,-13.1242,4305.42,0.937276,0.084
2088000,7,-6.4355,4315.88,0.333519,0.0818333
2090000,7,-11.748,4315.62,0.250277,0.0975
2092000,7,-13.2579,4315.38,0.987474,0.096
2094000,9,-2.00242,4324.62,0.79455,0.091
2096000,9,-3.71819,4322.29,0.0330984,0.092
2098000,9,-5.84295,4329.46,2.19078,0.0855
2100000,7,-12.473,4318.62,0.097024,0.08675
2102000,7,-14.3979,4311.27,0.111068,0.0895
2104000,9,-8.47431,4317.8,0.76525,0.0911667
2106000,9,-8.6576,4328.46,0.192818,0.087
2108000,9,-7.81221,4325.08,0.239164,0.0885
2110000,9,-5.76383,4327.4,0.868192,0.0905
2112000,9,-3.37077,4326.37,0.250491,0.0855
2114000,7,-8.3994,4311.92,4.51145,0.0883333
2116000,7,-6.68005,4309.09,0.20751,0.0905
2118000,7,-7.89149,4309.61,0.709676,0.089
2120000,9,-5.60707,4325.82,0.397598,0.085375
2122000,9,-5.73536,4322.22,1.41171,0.0875
2124000,9,-4.36359,4328.49,2.55497,0.09
2126000,9,-6.28324,4333.17,2.29621,0.0905
2128000,9,-2.91622,4335.5,0.589582,0.0855
2130000,9,-5.41518,4332.17,0.630845,0.0865
