clades,branching_times,stem_ages,species_numbers,,conditioned on number of species,,,,conditioned on mrca,,
,,,,,-1675.8569254876,0.4395689639,0.3721195922,,-1682.2497809813,0.520084471,0.4615945236
,,,,,-1675.9724770987,0.4368174899,0.3720417699,,-1684.1851108823,0.4943748023,0.4249936889
,,,,,-1677.6047472297,0.4226231266,0.3480991735,,-1681.7953124563,0.4752858358,0.4138550883
,,,,,-1676.5058262818,0.4041796536,0.3362184584,,-1681.6900743164,0.4674776616,0.4044077934
,,,,,-1677.1075698745,0.379672982,0.3068612332,,-1681.8163471578,0.4453126767,0.3811754931
,,,,,-1678.7840618804,0.3804362135,0.3144916127,,-1683.2277960999,0.4366987608,0.3640761539
,,,,,-1679.0487902877,0.3645674796,0.295950385,,-1682.4614503699,0.4318480476,0.3609140003
,,,,,-1677.4360361227,0.3716833372,0.29763263,,-1682.512462803,0.4627610964,0.4033431188
,,,,,-1677.1455902814,0.3790266553,0.3057427585,,-1681.9557452673,0.4742448983,0.4137563435
,,,,,-1677.7986582382,0.3634870234,0.2894322399,,-1681.7135498068,0.4743865324,0.4106431532
,,,,,-1678.2033946814,0.3554532007,0.279604726,,-1681.6780484991,0.4573731049,0.3930217181
,,,,,-1678.2573321105,0.3604684438,0.2827940748,,-1681.9773925398,0.4630253068,0.4017839082
,,,,,-1678.0646874312,0.3582784172,0.2838099363,,-1681.7170059521,0.4585083288,0.3950997467
,,,,,-1679.8170737592,0.34504828,0.273356163,,-1681.7600625506,0.4843782379,0.4217958056
,,,,,-1680.2548167682,0.3258805797,0.2445980011,,-1682.0681627252,0.4892012652,0.4300302977
,,,,,-1680.4599369872,0.3244439754,0.2424355872,,-1682.3966065553,0.4649323319,0.4053712275
,,,,,-1679.9948833374,0.3278172474,0.2477377611,,-1681.8939756114,0.4589406263,0.3969103093
,,,,,-1680.3493167288,0.3243288436,0.242994899,,-1681.7782188922,0.4544753911,0.3880704336
,,,,,-1680.2786115164,0.3247232548,0.246806833,,-1681.8417444999,0.4800366137,0.4191750131
,,,,,-1681.016125401,0.3174359128,0.2344887959,,-1682.6941045269,0.4954558467,0.4293808291
,,,,,-1681.8826897616,0.3052509817,0.2222433072,,-1681.8866921608,0.4979466477,0.4367906261
,,,,,-1681.0094924151,0.3254379194,0.241374054,,-1682.0746196837,0.5111089802,0.4505323982
,,,,,-1680.3368948221,0.3320794241,0.2577857072,,-1682.0537544253,0.5035383841,0.4444407978
,,,,,-1679.1860727651,0.3395203751,0.2631890211,,-1684.6077829416,0.5090386763,0.4404058186
,,,,,-1679.4925535557,0.3423597413,0.2615715134,,-1681.9128912936,0.4951209508,0.4325110337
,,,,,-1679.5274618755,0.3466090759,0.2654538272,,-1682.0083323069,0.4938162592,0.4344453494
,,,,,-1680.1136159505,0.3431600826,0.2606144446,,-1681.8788012344,0.4968889735,0.4360040485
,,,,,-1679.7111119929,0.3410190906,0.2678412281,,-1681.9161070793,0.4952649669,0.4351667497
,,,,,-1678.3804902804,0.3532882141,0.2762790316,,-1682.1593859974,0.5109353177,0.4524049766
,,,,,-1678.9435514544,0.3453169131,0.2665231946,,-1682.2473663317,0.5192250189,0.4608385359
,,,,,-1678.5257355832,0.3513203518,0.2769824741,,-1683.3255010543,0.5309171829,0.4771654482
,,,,,-1678.5000102269,0.36656997,0.2970972865,,-1682.2621225585,0.5087227685,0.450904986
,,,,,-1678.7676069679,0.3454410753,0.2684662442,,-1682.1790844497,0.5099920127,0.4479339956
,,,,,-1678.3299999677,0.3545252223,0.277516685,,-1682.3081108585,0.5094644337,0.4518833255
,,,,,-1678.3113980996,0.3627810549,0.2847111033,,-1682.139781945,0.498834896,0.4402931884
,,,,,-1677.5771213975,0.3698109351,0.2974612978,,-1682.5480699258,0.4759806314,0.4177216485
,,,,,-1676.790861506,0.391451181,0.31870379,,-1682.2535686662,0.4880464145,0.4225708515
,,,,,-1676.6865832951,0.3921954803,0.3213432819,,-1683.6571949658,0.4851385871,0.4158132171
,,,,,-1678.6286816677,0.394223075,0.3160148888,,-1682.4796959083,0.4752455648,0.4076787789
,,,,,-1677.6502433363,0.3956382149,0.3300300138,,-1682.4739524628,0.4838193798,0.4171365117
,,,,,-1678.3013402556,0.3822347819,0.3041653426,,-1681.9448054641,0.4714485836,0.4107166838
,,,,,-1677.4422295656,0.4006790445,0.3253112203,,-1681.8858040702,0.4883261368,0.4280142049
,,,,,-1676.0082407071,0.4239593734,0.3568642532,,-1682.0281505298,0.4849829536,0.4201205761
,,,,,-1675.9295658862,0.4351731479,0.3697890658,,-1681.8072488153,0.4814688783,0.4203609825
,,,,,-1677.6471206805,0.419082773,0.3570609986,,-1681.6997029533,0.4750037936,0.4120252161
,,,,,-1676.2869309791,0.4163803957,0.3498936401,,-1681.7489491783,0.4784335631,0.4147720047
,,,,,-1676.4150006824,0.4070776034,0.339255236,,-1681.8981548527,0.4754326287,0.414709454
,,,,,-1677.0247407281,0.3920961964,0.3238424453,,-1681.9631395776,0.4726542818,0.4067344762
,,,,,-1676.2772151459,0.4099805488,0.3417938638,,-1682.8168243488,0.4770502217,0.4195598052
,,,,,-1676.7727619244,0.3935088652,0.3206436944,,-1683.0157957297,0.4682596686,0.4105381063
,,,,,-1677.0505610826,0.3979315648,0.3236522042,,-1681.864288865,0.4370288988,0.3692485228
,,,,,-1677.2798124747,0.3770731538,0.3028181203,,-1682.0609884419,0.4264213401,0.3570808725
,,,,,-1679.0551783082,0.3413737316,0.2651430954,,-1682.5543848821,0.4057870995,0.3386498492
,,,,,-1679.7484681882,0.3349517943,0.2596600564,,-1681.9107123751,0.4339085886,0.3657084082
,,,,,-1678.579161763,0.357104029,0.2784084808,,-1682.0850338462,0.4327706447,0.3634014409
,,,,,-1678.4287596573,0.3608046395,0.2824219278,,-1681.9975174916,0.4360122948,0.3672358993
,,,,,-1677.0652473175,0.3860917833,0.3120411209,,-1681.8573199003,0.432138863,0.3656874477
,,,,,-1676.9066110808,0.401434592,0.3347426955,,-1682.2858668008,0.4347113545,0.3715192769
,,,,,-1677.19190865,0.4152924495,0.3412454678,,-1681.9610249422,0.4439052404,0.3756840121
,,,,,-1676.1472831093,0.4230360098,0.3570197013,,-1683.3519886448,0.4548714558,0.3834081029
,,,,,-1677.9877140197,0.4416944531,0.3678686839,,-1682.0169070614,0.4405892579,0.3770535709
,,,,,-1676.0678635867,0.4190925191,0.3502278117,,-1681.9665352346,0.4581236061,0.3908503053
,,,,,-1676.0651907615,0.4430507732,0.3742971625,,-1681.6951799174,0.4677001361,0.4047439194
,,,,,-1676.2334293616,0.4278831139,0.3631643897,,-1682.0420439062,0.471358445,0.4049433288
,,,,,-1676.2324522095,0.4358545686,0.3659226905,,-1681.9386613722,0.493731878,0.4338672964
,,,,,-1676.3339614988,0.4510940762,0.3818520186,,-1682.2062323876,0.4760596418,0.4167393935
,,,,,-1676.2679123295,0.4136579601,0.3430270134,,-1681.7104206844,0.4653030685,0.4024283777
,,,,,-1676.5730394495,0.395958232,0.325297468,,-1681.6919706098,0.4722384516,0.408679801
,,,,,-1677.2164945218,0.4004684599,0.3345860483,,-1682.614659622,0.4814470954,0.4141109071
,,,,,-1676.4484511343,0.4274182408,0.3562025577,,-1683.7408974751,0.4629971508,0.3914845144
,,,,,-1676.101965589,0.4208542604,0.3540146107,,-1681.72602177,0.4567666329,0.3910179541
,,,,,-1676.3440046755,0.4125890141,0.3414698921,,-1681.8656243387,0.4557404722,0.3932285472
,,,,,-1676.6648233216,0.4065634325,0.3338473837,,-1681.6831304824,0.4613640261,0.3976990978
,,,,,-1676.9629308591,0.4053869562,0.3396257061,,-1683.0330210048,0.4619110593,0.3917218641
,,,,,-1676.1482655613,0.4143475408,0.3458830233,,-1681.7757772778,0.4404534451,0.3748997027
,,,,,-1676.1850880627,0.4237476308,0.3535593071,,-1681.9413275668,0.4537944517,0.3914872463
,,,,,-1676.3635875487,0.4206407372,0.355330515,,-1682.1824549557,0.4638817365,0.4035366568
,,,,,-1676.6743520696,0.3992877938,0.3266390558,,-1681.7074743092,0.4518025651,0.3861125408
,,,,,-1676.7153898153,0.3975457375,0.3291270078,,-1681.808339859,0.4418441771,0.3746467868
,,,,,-1677.0762092625,0.4085799647,0.3345168328,,-1681.7156110818,0.4521325103,0.3862980169
,,,,,-1676.6454477033,0.3938767831,0.3234582755,,-1681.9994427017,0.4584211563,0.396856881
,,,,,-1676.7173568773,0.3964441785,0.327734404,,-1682.324559364,0.4531707187,0.392289212
,,,,,-1676.4792887461,0.4059310216,0.3382461163,,-1682.6564343521,0.4769658784,0.409071531
,,,,,-1676.2201614237,0.4133772591,0.3456608648,,-1684.6389877387,0.4736303069,0.4015703152
,,,,,-1676.2991814076,0.4219027075,0.3510789517,,-1681.7224818504,0.4733673777,0.4093144144
,,,,,-1676.6165914535,0.4133170418,0.3409169586,,-1681.8841055409,0.4721930264,0.4066483551
,,,,,-1676.0483864462,0.4219728649,0.3529242439,,-1681.9680616878,0.4941912122,0.4345528924
,,,,,-1675.9908722113,0.4243209924,0.3570298024,,-1681.9767773055,0.4929588836,0.4294544799
,,,,,-1675.898923751,0.4444623244,0.3802652748,,-1682.4664374567,0.4882619456,0.4220770227
,,,,,-1676.3025585854,0.4535425144,0.3922213364,,-1681.8413332167,0.4889835121,0.4259957383
,,,,,-1675.7764862185,0.4594687148,0.3958188935,,-1682.2139062996,0.5099742771,0.4518665733
,,,,,-1675.9646300999,0.4463892229,0.3828628807,,-1682.281850152,0.5181846404,0.4569901029
,,,,,-1676.1016372982,0.4343771693,0.3699969323,,-1682.1386832092,0.5148968977,0.4556301502
,,,,,-1676.0510581809,0.4316330315,0.3665442423,,-1682.2989674316,0.500397443,0.4362522765
,,,,,-1678.2332987062,0.4235287731,0.3478871423,,-1681.9506261022,0.4805725981,0.4155893642
,,,,,-1676.3118503895,0.4112552911,0.3404061345,,-1682.1150945308,0.4899500733,0.4310297194
,,,,,-1676.0141050756,0.4358101421,0.3711513045,,-1683.0917661116,0.487960968,0.4318474245
,,,,,-1675.881773966,0.4323997972,0.3656002567,,-1681.9017870339,0.4976080496,0.4357292269
,,,,,-1675.7602940389,0.4500186579,0.3843333052,,-1681.7291701992,0.4694179743,0.4070429744
,,,,,-1675.809639074,0.4410986076,0.3752596026,,-1682.2427016791,0.461731474,0.4014048817
,,,,,-1675.7782099191,0.4456169729,0.3795564418,,-1681.779329566,0.4486193632,0.3846306535
,,,,,-1675.8733131516,0.4387144251,0.3734090776,,-1681.9724889604,0.4417811839,0.378177403
,,,,,-1676.016035715,0.4238872012,0.355084359,,-1681.8948985085,0.4439540442,0.3801954897
,,,,,-1676.1451579947,0.4248151265,0.3548788703,,-1681.7268737752,0.4572717447,0.3915465802
,,,,,-1675.8426791551,0.4365674588,0.3702159992,,-1681.7959098573,0.4610532267,0.395006881
,,,,,-1675.8223270688,0.4413832461,0.3759011092,,-1681.8302953716,0.452216387,0.3890910717
,,,,,-1675.989972965,0.4427582729,0.3743862771,,-1681.7200918607,0.4606892269,0.3952953245
,,,,,-1676.3724080719,0.4473812639,0.3856642176,,-1681.69337875,0.4685651291,0.404353527
,,,,,-1675.8626696681,0.4602200909,0.39393763,,-1681.7989639868,0.4785560545,0.4143582278
,,,,,-1676.1741109426,0.4640008377,0.4031468651,,-1682.9496884953,0.4831983612,0.4264519663
,,,,,-1675.8070597187,0.4739468239,0.4113870998,,-1681.6884247955,0.4639814243,0.400657864
,,,,,-1677.1132273835,0.4920374547,0.4245902864,,-1681.6881317783,0.4703853042,0.4073338409
,,,,,-1677.6376025656,0.4851359846,0.429523061,,-1681.8317311174,0.4743442325,0.4093689133
,,,,,-1676.2379420663,0.4745728704,0.4147256369,,-1681.7281996832,0.4799688567,0.4176159248
,,,,,-1676.6386739175,0.4741660368,0.4155667579,,-1682.2581426192,0.4978570651,0.4335537919
,,,,,-1676.0438384021,0.4866124768,0.4222569777,,-1682.2097674787,0.5180714424,0.4576199461
,,,,,-1679.5049771591,0.4861918098,0.4335529414,,-1682.1335929956,0.5150686988,0.4549566099
,,,,,-1675.923011719,0.4845141555,0.4233580917,,-1682.589001181,0.4987120782,0.4333204509
,,,,,-1678.4077836644,0.4701016498,0.4146888167,,-1682.5174651609,0.511660682,0.4550100354
,,,,,-1675.8256853345,0.4687098776,0.4062358316,,-1681.8447946653,0.4887317499,0.4256578011
,,,,,-1675.81566575,0.4731297569,0.4106963794,,-1681.8403473522,0.4933966759,0.4315684579
,,,,,-1676.3373494759,0.473512915,0.4139525002,,-1684.4279421019,0.4998009967,0.4468971554
,,,,,-1675.7740125802,0.4717314878,0.4083088886,,-1682.2921478084,0.5153650972,0.4576222336
,,,,,-1676.0532800429,0.472859488,0.4121180615,,-1682.303984219,0.4907578697,0.4326364434
,,,,,-1675.9209271862,0.4839603831,0.4201579297,,-1682.1131279104,0.4773210787,0.4177314798
,,,,,-1676.1393971745,0.4860527828,0.4210848768,,-1683.0104785807,0.4722285562,0.4148164241
,,,,,-1675.7545482502,0.463244317,0.3994416152,,-1682.1756267916,0.4871269714,0.4218529229
,,,,,-1676.5471074334,0.4881454083,0.4218288643,,-1682.1224094941,0.5041872406,0.4414946823
,,,,,-1676.6062014734,0.4880134324,0.4214961027,,-1686.7463857887,0.4888102492,0.4382128144
,,,,,-1676.6793066483,0.4955885352,0.4383314018,,-1681.7850637288,0.4851659973,0.4222022812
,,,,,-1677.8005809397,0.4933121415,0.4385190595,,-1682.1700610716,0.4858284937,0.4204273742
,,,,,-1676.8550079231,0.5050776896,0.4487113226,,-1681.8951767924,0.4906912865,0.4304690949
,,,,,-1677.2090868495,0.4944035976,0.4269827252,,-1682.6497880642,0.4825352761,0.4152125107
,,,,,-1675.9796525403,0.4948518292,0.4337881754,,-1681.7441686523,0.4811204835,0.4180615536
,,,,,-1676.0631360711,0.5000649978,0.439729237,,-1681.9426861187,0.4755996976,0.4100960082
,,,,,-1676.6272381955,0.5305238945,0.470526029,,-1681.8325232002,0.4833088928,0.4224700102
,,,,,-1676.4477887479,0.5218943069,0.4635012818,,-1681.7633541009,0.474087661,0.4123133354
,,,,,-1676.8123335559,0.5253581426,0.4691113495,,-1685.1674130787,0.4932145958,0.4409762229
,,,,,-1676.6601937969,0.5322925852,0.4745912386,,-1682.4555256077,0.5303586122,0.4706543595
,,,,,-1676.5797874038,0.5283469228,0.4681953342,,-1682.530986599,0.5349456109,0.4759083028
,,,,,-1676.2840414458,0.5144777291,0.4536441209,,-1682.3346699409,0.5247978016,0.4648242903
,,,,,-1678.8322481428,0.5254378859,0.4740415784,,-1682.898871548,0.5325246712,0.4774282788
,,,,,-1676.658699345,0.5326153123,0.472962798,,-1682.7793080634,0.5350707311,0.4740808779
,,,,,-1680.322151929,0.5543672133,0.4878653948,,-1682.4780502532,0.5250025498,0.4680662753
,,,,,-1677.0281238071,0.5369655646,0.4757043801,,-1685.1395894303,0.5430653027,0.4933275559
,,,,,-1677.2955916857,0.5388338137,0.4842876782,,-1682.8864662774,0.515568633,0.4602389593
,,,,,-1677.4613056555,0.5264611872,0.4621739022,,-1682.6134342939,0.5373452169,0.4803223121
,,,,,-1676.3486661807,0.5187340864,0.45850307,,-1682.7664437986,0.540541725,0.4807525697
,,,,,-1678.3744862693,0.5312141684,0.4792204806,,-1687.8048383865,0.5339156106,0.4872597151
,,,,,-1677.6011359443,0.5681664091,0.5109690294,,-1682.776773146,0.527228521,0.4716888792
,,,,,-1677.6121324327,0.5694549729,0.5136211591,,-1683.4814040176,0.538693389,0.4757303428
,,,,,-1679.1268464741,0.5759774756,0.5261407687,,-1682.2556433087,0.5132625905,0.4553457425
,,,,,-1678.7711369171,0.5952514667,0.5378258765,,-1682.8478703185,0.513940242,0.458450929
,,,,,-1680.7289311116,0.5600974964,0.5127404656,,-1683.3165148446,0.5226867481,0.4687178729
,,,,,-1679.6025553379,0.5687839972,0.5198631334,,-1682.1663904479,0.5032580069,0.4449101253
,,,,,-1677.7927213247,0.5749812671,0.5197523183,,-1682.0074680981,0.4992129483,0.4398440269
,,,,,-1678.8136827852,0.5837373139,0.5329605521,,-1681.949616313,0.4923662385,0.4289634363
,,,,,-1677.9230959672,0.5771671307,0.5200900853,,-1682.0837086133,0.4941293746,0.4351940059
,,,,,-1678.4482477852,0.5783252458,0.5266015992,,-1682.0462806553,0.4897738399,0.4305136465
,,,,,-1677.8553963762,0.5760724303,0.5213761309,,-1682.84525007,0.4820777326,0.4250093956
,,,,,-1677.9016901269,0.5753453302,0.5178312515,,-1681.8380719251,0.478217142,0.4172532689
,,,,,-1677.9017523237,0.5655496374,0.505772561,,-1682.57747384,0.4910720385,0.433849391
,,,,,-1678.7710471912,0.5732446339,0.5119738712,,-1683.6406836571,0.5013635674,0.4471768248
,,,,,-1678.0929228657,0.5746298734,0.5158288149,,-1682.3122267811,0.4991859292,0.4414307887
,,,,,-1677.4930414304,0.5579570512,0.4985537887,,-1681.9567477432,0.4577543448,0.3959281435
,,,,,-1677.2127802487,0.5553186357,0.4975162399,,-1681.6750623902,0.4640930399,0.3998406398
,,,,,-1677.1381114588,0.5396918219,0.4845123979,,-1681.9806716407,0.4572960828,0.3898892916
,,,,,-1676.6026537864,0.5211518153,0.4591774187,,-1681.6997591465,0.4529602859,0.3874498505
,,,,,-1676.3159233371,0.5153308649,0.4563392018,,-1681.8666619803,0.4555338909,0.3930063751
,,,,,-1676.2617096236,0.5099062154,0.4480487077,,-1681.9786411927,0.444548503,0.3762694634
,,,,,-1676.2265332284,0.5046569763,0.4420068908,,-1684.5096614303,0.4573111874,0.3840195306
,,,,,-1676.6218130583,0.5078596023,0.4437314653,,-1681.9676970389,0.4236670868,0.3559725416
,,,,,-1676.3672355481,0.509613731,0.4469318463,,-1682.0752623498,0.4237814832,0.3577413517
,,,,,-1676.2574693456,0.5089270402,0.4468892541,,-1681.8793547802,0.4403531794,0.375954891
,,,,,-1676.0814441502,0.4940836275,0.4342130666,,-1682.2107790886,0.4467825158,0.3848282518
,,,,,-1676.1565579189,0.5054205812,0.4435792121,,-1681.993967673,0.4412541816,0.3727191998
,,,,,-1676.3689328155,0.5035429686,0.4453647105,,-1682.4516131316,0.4470240533,0.3771100962
,,,,,-1676.9026055896,0.5055776154,0.4493667578,,-1681.6875170241,0.4675097005,0.4032905873
,,,,,-1677.7669264959,0.5173236965,0.4512000206,,-1682.0388428058,0.4465832323,0.3781359321
,,,,,-1676.1385079158,0.5067378277,0.4464470317,,-1681.8811344028,0.4369916354,0.3720376209
,,,,,-1677.1376350357,0.512213385,0.4470087594,,-1681.7097536393,0.4566947608,0.3911507239
,,,,,-1678.3068904969,0.5181245353,0.4655196647,,-1681.8552594772,0.4561765759,0.3936482389
,,,,,-1677.1848279844,0.545360868,0.4849322224,,-1681.8696903116,0.4654231602,0.3992895994
,,,,,-1676.8759071179,0.5395234137,0.4797506723,,-1682.6903175329,0.4624316179,0.4034514093
,,,,,-1677.2138251458,0.5452647169,0.4846713772,,-1682.0330529224,0.4427185488,0.3795453231
,,,,,-1677.2026205939,0.5519498644,0.4929623407,,-1681.8986634264,0.4341890969,0.3688573276
,,,,,-1677.3806448777,0.5601149895,0.5044723281,,-1681.7769261951,0.4488098353,0.3821094388
,,,,,-1677.7344953564,0.5503413053,0.49710134,,-1681.9370727849,0.4462859401,0.3830835403
,,,,,-1677.1976776498,0.5334068772,0.4785669704,,-1681.7754056609,0.4439166811,0.3771159707
,,,,,-1676.5507435712,0.5283801022,0.4700204906,,-1683.0927543497,0.4219965436,0.3487238973
,,,,,-1676.9441620449,0.5457547928,0.4882415802,,-1682.2798546525,0.4080339337,0.3391257005
,,,,,-1676.8703976813,0.5429352112,0.4849856537,,-1683.5164123642,0.4228224386,0.3486413623
,,,,,-1676.9797337192,0.5220278337,0.4664252298,,-1683.1929224232,0.39822737,0.3237174385
,,,,,-1676.9329579597,0.5434299313,0.4866384351,,-1682.039648078,0.423445055,0.3570209429
,,,,,-1676.863290331,0.5425970046,0.4847772466,,-1682.2598605384,0.4167938924,0.3462579681
,,,,,-1677.3349000453,0.5568641101,0.4982344523,,-1682.2448096782,0.4127676576,0.3425317102
,,,,,-1677.9387727623,0.5547468775,0.4930433835,,-1682.9726461736,0.3865561191,0.3163249251
,,,,,-1676.8856601828,0.54214756,0.485071221,,-1682.913371133,0.3964148636,0.3229315269
,,,,,-1676.7608299077,0.5378594116,0.480117594,,-1682.8528352962,0.3916137996,0.3223387494
,,,,,-1676.8232494055,0.5147735735,0.4508629917,,-1682.9200240968,0.3978363828,0.324299909
,,,,,-1676.2012003808,0.5055557676,0.4463092832,,-1682.9148863938,0.3995560759,0.3260276391
,,,,,-1676.8823432155,0.4996101687,0.4336061139,,-1682.4985018883,0.4068441613,0.335144577
,,,,,-1675.9804658052,0.4823198875,0.4177800635,,-1682.2534484567,0.4298427214,0.3658243408
,,,,,-1675.8228542236,0.467427199,0.402226946,,-1681.9476401954,0.4253248009,0.358139416
,,,,,-1675.7598322374,0.4603023716,0.3964449873,,-1681.8744123953,0.4301695303,0.363174797
,,,,,-1675.8589104177,0.4416643998,0.3742194678,,-1681.7955316203,0.4434123244,0.3787740662
,,,,,-1678.3619118727,0.4500093993,0.376238055,,-1681.7287883529,0.4484484866,0.38234277
,,,,,-1676.1439935975,0.4505400806,0.3819626962,,-1682.6684409267,0.4415181235,0.3705878772
,,,,,-1675.9213851319,0.4525467413,0.3894556716,,-1682.4038195884,0.4393612072,0.369066252
,,,,,-1675.9151826405,0.4475391554,0.3838457094,,-1682.3506721507,0.4372725053,0.3746492078
,,,,,-1675.9702270527,0.4664940777,0.4001415115,,-1681.9393049974,0.4494954835,0.3817236525
,,,,,-1675.78310537,0.4593705491,0.3958010028,,-1681.7917768096,0.4374448745,0.3711575555
,,,,,-1675.7639798991,0.4685207804,0.4044354268,,-1681.8346457608,0.4374048952,0.3720584113
,,,,,-1676.0832226022,0.4651286281,0.4039881093,,-1681.9176247472,0.4342707636,0.3691223035
,,,,,-1676.2004462159,0.4980142541,0.4389141431,,-1683.2541621175,0.3886239815,0.3205287586
,,,,,-1676.1678479395,0.4858455285,0.4262969156,,-1682.864585932,0.3877916524,0.315786082
,,,,,-1676.0876718622,0.4559046159,0.3939913118,,-1682.7286393063,0.3919609579,0.3203704784
,,,,,-1675.9539107531,0.4615956775,0.3948554572,,-1682.3782768657,0.4160156266,0.3448379483
,,,,,-1676.1055208375,0.4751654671,0.40905938,,-1682.6602088446,0.3981592435,0.3259633586
,,,,,-1676.0455676163,0.4607017781,0.3990318392,,-1683.4274030536,0.4123756834,0.3377774253
,,,,,-1675.7786278119,0.4494824847,0.3847109869,,-1682.677131175,0.3956725784,0.3236548998
,,,,,-1675.7861062777,0.457483513,0.3937809457,,-1682.7601639024,0.3913713557,0.3210802517
,,,,,-1676.1667805229,0.4811572095,0.4213962837,,-1684.3750310378,0.3993982694,0.336064306
,,,,,-1676.7241272415,0.496016199,0.4389118421,,-1681.9741668953,0.423259225,0.3554667278
,,,,,-1676.2426218105,0.4927363629,0.4281453755,,-1682.5533542326,0.438537024,0.3677264847
,,,,,-1675.8612320206,0.4840912618,0.4212655065,,-1682.077724529,0.4418586049,0.3729485987
,,,,,-1675.9922154731,0.4944381308,0.4336710671,,-1682.3507770056,0.4466788757,0.3770552766
,,,,,-1676.1210503854,0.4962221612,0.4328337432,,-1681.7481679462,0.4443179187,0.3791781846
,,,,,-1675.8262663782,0.478551385,0.415027673,,-1681.8204139381,0.4570507666,0.3905123954
,,,,,-1676.3682031684,0.4738976205,0.4144670376,,-1681.6833683931,0.456793987,0.3917831282
,,,,,-1679.0636346847,0.4663801122,0.4116134952,,-1682.6070619216,0.4680635186,0.3994610527
,,,,,-1677.1552068151,0.4664320967,0.3963477554,,-1681.7248314986,0.4524909292,0.3884399092
,,,,,-1675.9544310015,0.4468858656,0.3833591727,,-1681.6928374999,0.4552491884,0.3899398236
,,,,,-1677.0773974205,0.4545175587,0.3835488293,,-1681.6974098021,0.459853504,0.3963119352
,,,,,-1676.418693223,0.4646709826,0.3963352904,,-1682.2226598504,0.4322778316,0.3684950835
,,,,,-1675.8352358097,0.4609834192,0.3980789398,,-1683.3194466042,0.4472528261,0.3881896894
,,,,,-1676.4255986949,0.4676667377,0.3995929332,,-1681.8699022794,0.470659126,0.4050382693
,,,,,-1675.8961113539,0.4609936957,0.3985386818,,-1681.672671273,0.4600619763,0.3957799957
,,,,,-1676.3498123468,0.4573697811,0.396566346,,-1682.2587092569,0.4479989085,0.3787802415
,,,,,-1675.9127805404,0.4316793158,0.3637117568,,-1682.648474435,0.4482277712,0.3778462263
,,,,,-1675.8791679426,0.4442978809,0.3799242429,,-1684.0208277076,0.4726961985,0.4172243274
,,,,,-1676.1131688942,0.4605649424,0.3929587562,,-1681.728504593,0.4718390165,0.4074975039
